  -0.40432,  -0.81768,   0.81465,  -0.29261,   0.75287,   0.73560,  -0.66897,   0.38858,  -0.61471,  -0.49474,  -0.57171,  -0.28566,   0.01850,   0.61976,   0.85582,  -0.13768,   0.92357,  -0.42924,   0.64831,  -0.69483,   0.18719,   0.92727,  -0.60801,   0.04676,  -0.69429,  -0.30801,   0.72416,   0.72044,   0.85798,  -0.36429,   0.36683,   0.64502,  -0.86371,   0.87310,   0.19326,  -0.02186,  -0.23816,  -0.73865,  -0.22093,   0.86270,   0.02621,  -0.31044,  -0.17345,  -0.76462,   0.50857,   0.23802,  -0.76241,   0.87200,   0.87673,  -0.04878,   0.70867,   0.36858,  -0.02649,   0.03618,   0.87492,   0.14870,   0.93750,  -0.80812,   0.23565,  -0.61662,   0.87422,  -0.86989,   0.00472,   0.28298,   0.28724,  -0.88520,  -0.63343,  -0.09279,  -0.15924,   0.79706,   0.17817,  -0.49789,  -0.20194,  -0.13744,  -0.01394,  -0.44557,  -0.80214,  -0.17100,  -0.78351,   0.42943,   0.88661,   0.67618,   0.50518,  -0.78494,   0.93750,  -0.67815,   0.65735,  -0.10874,   0.03794,  -0.17418,   0.00563,  -0.69769,   0.31034,   0.87827,  -0.10212,   0.56397,  -0.20412,  -0.41900,  -0.41653,   0.31289,   0.40211,   0.29982,  -0.67025,   0.72487,   0.55975,   0.62581,  -0.10071,   0.30841,  -0.09623,  -0.38792,  -0.79429,   0.75427,  -0.09582,  -0.48335,  -0.64804,   0.11919,  -0.67640,  -0.16570,  -0.18351,   0.91336,   0.49011,   0.51973,   0.66591,  -0.35457,  -0.20158,   0.68978,   0.82163,   0.92884
   0.69733,  -0.54340,   0.50654,  -0.49453,   0.93750,  -0.28396,  -0.28291,  -0.36968,   0.08275,  -0.23905,  -0.72696,  -0.55345,  -0.50428,  -0.35506,  -0.93750,   0.73721,   0.86989,  -0.48845,  -0.60846,  -0.61173,   0.44872,  -0.46504,   0.93750,   0.58834,   0.92429,  -0.82836,  -0.27890,   0.21451,  -0.80383,   0.59452,  -0.11935,   0.89813,  -0.47283,   0.84871,  -0.65922,   0.53339,   0.68515,  -0.87630,   0.71269,   0.30673,   0.33720,   0.87508,  -0.87327,   0.81877,  -0.68401,   0.57803,   0.86463,   0.13783,  -0.70734,  -0.40698,   0.93750,   0.92946,  -0.64162,  -0.87702,  -0.36115,  -0.23583,   0.85891,  -0.33185,   0.86084,  -0.91152,   0.61425,  -0.93692,   0.74576,  -0.54583,   0.76771,  -0.38594,  -0.75693,  -0.80225,  -0.17616,   0.58934,   0.87159,   0.83747,   0.08352,   0.87193,  -0.93750,  -0.63555,  -0.66413,  -0.02283,   0.36570,   0.60424,   0.85155,   0.48538,   0.93583,   0.86698,  -0.55080,   0.82623,  -0.80277,   0.15672,  -0.36107,  -0.77938,  -0.76745,  -0.25410,  -0.35375,   0.72812,   0.62789,   0.68510,   0.56857,   0.93750,  -0.69334,   0.76009,   0.24775,  -0.54148,   0.05462,   0.93394,   0.56733,  -0.57153,  -0.70209,   0.28357,   0.47585,   0.80588,   0.92893,   0.86945,   0.07793,  -0.64242,  -0.68318,   0.50299,   0.81236,   0.33409,  -0.56747,   0.93750,  -0.72214,   0.30292,  -0.21203,  -0.93632,  -0.31911,   0.69828,   0.93750,   0.51638
  -0.48824,  -0.83855,   0.54137,  -0.18149,   0.87871,   0.17228,  -0.86897,  -0.61645,   0.73201,  -0.84873,  -0.51766,   0.42195,  -0.02849,  -0.45931,  -0.65255,   0.57276,  -0.47724,   0.00437,   0.43488,  -0.16243,   0.10161,   0.67018,  -0.56942,   0.53454,   0.05360,   0.26032,  -0.70412,  -0.14776,   0.72941,   0.78525,  -0.18889,  -0.04875,  -0.25195,   0.18383,  -0.89787,  -0.32225,   0.57104,   0.93084,   0.66081,   0.67738,  -0.45311,  -0.66936,  -0.75559,   0.59746,  -0.72715,  -0.17752,  -0.39762,  -0.59810,   0.31975,  -0.08178,   0.93750,   0.68780,  -0.74170,  -0.15990,  -0.63242,  -0.69029,   0.93750,   0.32763,   0.35248,  -0.85451,   0.93519,   0.61453,   0.78096,  -0.43390,  -0.44823,   0.53097,   0.28420,  -0.16554,   0.21934,   0.76724,  -0.56880,   0.93750,   0.35775,   0.93750,  -0.53678,   0.25703,   0.64459,  -0.34536,   0.23747,   0.35538,  -0.11129,   0.19871,  -0.67588,   0.23648,   0.03088,  -0.87273,  -0.54935,   0.76139,  -0.47849,   0.09444,  -0.41137,  -0.35612,  -0.43726,   0.86759,  -0.88026,   0.35111,   0.48548,   0.49615,   0.35141,   0.65880,   0.93750,  -0.76985,  -0.88339,   0.72662,   0.61073,  -0.32979,  -0.32266,  -0.68992,  -0.53293,   0.26963,   0.58735,   0.87015,  -0.68907,  -0.75080,  -0.61458,  -0.08450,   0.68688,  -0.15772,  -0.04574,  -0.56180,  -0.10784,   0.64690,  -0.52759,   0.24176,  -0.04543,  -0.24055,   0.67439,  -0.84804
   0.75952,   0.79668,  -0.81474,  -0.23857,   0.88437,  -0.58067,   0.76906,   0.78922,  -0.08267,  -0.30133,  -0.84048,  -0.17250,  -0.56287,   0.08025,   0.72079,   0.14892,  -0.62185,  -0.87115,  -0.50049,  -0.21195,   0.79292,  -0.11440,  -0.91281,   0.80541,   0.16870,  -0.59829,  -0.37837,   0.50186,   0.05133,  -0.68447,   0.42956,   0.61383,   0.58592,   0.86356,   0.12905,  -0.21066,   0.43488,   0.76967,  -0.79236,   0.86503,  -0.75274,   0.93750,  -0.35595,  -0.75080,   0.06537,   0.63654,  -0.28147,   0.66179,   0.89436,  -0.23980,   0.47865,  -0.79032,   0.79624,  -0.02566,   0.77236,   0.85637,   0.78360,  -0.80593,   0.93750,  -0.62873,  -0.82237,  -0.50053,  -0.77944,   0.93750,   0.37696,  -0.25296,   0.04263,   0.90965,  -0.28223,   0.85837,  -0.71715,   0.77373,   0.51513,  -0.44703,  -0.18977,   0.87266,   0.87584,  -0.89197,  -0.81879,  -0.20253,   0.55803,   0.82346,   0.82076,  -0.35412,  -0.80421,  -0.48855,   0.93750,   0.79177,  -0.61293,  -0.93750,  -0.44224,   0.42876,   0.93237,  -0.85158,   0.74267,   0.53852,  -0.72699,  -0.53067,   0.08946,   0.69358,   0.70315,   0.73487,   0.47723,  -0.69244,  -0.24315,   0.17081,  -0.75031,  -0.55697,  -0.42867,  -0.60077,  -0.55898,   0.07764,  -0.80546,  -0.81339,  -0.10217,  -0.64996,   0.80171,   0.73297,  -0.50803,   0.32115,   0.93750,  -0.45478,  -0.84256,   0.35024,   0.15388,   0.87637,  -0.26984,   0.00535
   0.93750,   0.45028,  -0.63128,  -0.18247,  -0.26565,  -0.89592,   0.80310,   0.86996,   0.28189,   0.44459,  -0.28754,  -0.36240,   0.93750,  -0.81373,   0.08198,  -0.58489,  -0.76634,  -0.83614,  -0.51747,   0.42633,  -0.54192,  -0.45137,   0.75674,   0.36049,   0.49783,   0.40815,   0.93750,  -0.55190,   0.80706,  -0.00716,   0.72436,  -0.61488,   0.55636,  -0.40221,   0.68595,   0.92904,   0.87046,  -0.71651,  -0.45956,  -0.93162,   0.93750,  -0.11358,   0.16561,   0.40746,   0.05105,   0.60453,   0.92963,  -0.83988,  -0.86426,   0.77182,  -0.43948,   0.48713,  -0.83210,  -0.75664,  -0.10351,   0.36705,  -0.25408,  -0.62563,   0.87638,  -0.47633,   0.91307,  -0.93750,   0.60347,   0.60973,   0.38859,  -0.22645,   0.86795,   0.88463,  -0.68604,  -0.75268,   0.81849,  -0.62796,  -0.01575,  -0.93750,   0.60830,   0.46792,   0.80412,  -0.09760,   0.64197,  -0.67316,  -0.80297,   0.39685,   0.86953,   0.54109,  -0.55815,   0.29091,   0.93750,   0.78612,  -0.72320,   0.09464,  -0.28973,   0.60424,   0.79474,  -0.93750,   0.93750,  -0.26351,  -0.48577,   0.51175,  -0.91381,  -0.13022,  -0.93750,   0.39311,  -0.57539,   0.08877,  -0.47945,  -0.26057,   0.80111,  -0.14919,  -0.35239,   0.86330,   0.91719,  -0.63176,   0.57675,   0.89422,   0.92654,   0.29429,   0.52573,  -0.70800,   0.87695,   0.69968,  -0.90721,   0.86607,   0.75459,  -0.67456,   0.07652,  -0.92911,  -0.18137,   0.40861
   0.42070,  -0.83261,   0.80354,  -0.58706,  -0.73638,   0.77723,  -0.26968,  -0.66482,   0.06752,  -0.61771,  -0.69058,   0.93750,  -0.00626,  -0.29010,  -0.70369,   0.42037,   0.93750,   0.87274,   0.78042,  -0.13717,  -0.86947,  -0.62074,  -0.00288,   0.86711,  -0.64124,  -0.25856,   0.40325,   0.82413,   0.64345,   0.65836,   0.86010,   0.43566,  -0.64053,  -0.36380,  -0.73778,   0.83476,   0.58404,   0.21592,   0.82510,  -0.39314,   0.93750,   0.67533,   0.64821,   0.91687,   0.73477,  -0.73176,   0.50460,  -0.76542,   0.18033,   0.93750,   0.68099,   0.57642,  -0.45506,  -0.88584,   0.91920,  -0.23332,   0.06088,  -0.79475,   0.36184,  -0.32194,  -0.02920,   0.46933,   0.06800,   0.54106,   0.53824,   0.68631,  -0.62994,  -0.92815,   0.70553,  -0.02846,  -0.80577,  -0.27716,   0.27089,   0.53637,   0.47069,   0.49123,  -0.51170,   0.16886,   0.38225,  -0.36239,   0.20242,  -0.30102,   0.70535,  -0.56039,  -0.20884,  -0.53290,  -0.71884,   0.28638,   0.39596,  -0.46588,  -0.75587,   0.91561,   0.17729,   0.87166,  -0.86600,   0.50068,   0.67196,   0.92509,   0.93750,  -0.45157,  -0.71997,  -0.05628,  -0.73271,   0.45475,   0.74801,  -0.28007,  -0.06998,   0.32350,   0.54443,   0.66191,   0.60783,  -0.76985,   0.80331,   0.58226,   0.91776,   0.58143,  -0.93389,  -0.85329,   0.33341,  -0.13560,  -0.67177,  -0.93750,   0.13725,   0.92871,  -0.23187,  -0.65189,  -0.43346,  -0.49349
   0.66703,  -0.47143,   0.11361,  -0.86567,   0.67986,   0.13163,   0.03973,   0.73562,  -0.48594,   0.69975,   0.69743,   0.51782,  -0.75177,  -0.69402,   0.63751,   0.60306,  -0.79344,   0.40731,  -0.04945,   0.46192,   0.65947,  -0.25311,  -0.58580,   0.17061,   0.80528,   0.01207,  -0.74360,   0.80070,  -0.69351,   0.29806,   0.86942,   0.78569,   0.06181,   0.00391,  -0.38183,   0.18361,  -0.11989,   0.93750,  -0.93750,   0.69343,   0.48499,   0.13849,  -0.33056,  -0.17178,   0.42494,  -0.69083,   0.63176,   0.28804,   0.79760,   0.62216,  -0.58337,  -0.51220,   0.84106,   0.64853,  -0.72454,   0.13565,   0.53892,   0.44624,   0.65806,   0.67737,  -0.50707,   0.55076,  -0.43530,   0.31964,  -0.02359,   0.72564,  -0.17959,   0.40548,   0.59788,   0.91533,  -0.56047,   0.57472,  -0.85980,  -0.83212,   0.50576,   0.56747,  -0.32516,   0.44123,  -0.64519,   0.12685,  -0.58023,  -0.58305,  -0.41108,   0.93750,   0.86234,   0.02844,   0.71629,   0.88254,   0.85954,  -0.75560,  -0.68420,  -0.90628,   0.65570,   0.04636,  -0.11539,  -0.68855,  -0.12614,   0.78883,   0.30450,   0.79954,   0.56673,   0.51331,  -0.34301,   0.33592,   0.81800,   0.07680,  -0.40454,   0.43988,  -0.79661,   0.19191,  -0.85080,   0.54936,  -0.28701,  -0.69685,  -0.75718,   0.37499,   0.85345,  -0.81709,  -0.17613,   0.82026,   0.88997,   0.42145,  -0.92871,  -0.50601,  -0.85113,   0.80943,  -0.90912,   0.44216
  -0.13251,  -0.43305,  -0.75842,  -0.06516,  -0.87251,  -0.64232,   0.92688,   0.67933,  -0.70499,   0.92716,  -0.24299,   0.26492,  -0.60838,  -0.56210,   0.69265,  -0.60227,  -0.28448,   0.46185,   0.67697,   0.28516,  -0.59849,  -0.58555,  -0.82650,  -0.45196,   0.86968,  -0.05628,   0.47800,  -0.75140,   0.68764,   0.87454,  -0.62657,   0.32633,   0.93750,   0.09423,  -0.74338,   0.79047,  -0.60762,   0.87467,  -0.58214,  -0.71623,   0.93750,  -0.55943,   0.79547,   0.27133,   0.91218,  -0.67192,   0.93750,   0.23411,   0.84967,   0.93374,  -0.69015,  -0.13756,   0.49487,   0.64426,   0.90162,   0.93750,  -0.41975,   0.00554,  -0.70796,  -0.76875,   0.92557,   0.76420,  -0.71255,   0.83642,   0.75189,   0.93750,   0.76006,  -0.22236,   0.81664,  -0.05582,   0.93750,  -0.83353,  -0.64298,  -0.93750,   0.74292,  -0.03297,   0.93750,  -0.39190,  -0.88239,  -0.48458,  -0.88119,  -0.61715,  -0.65684,   0.53407,   0.53297,  -0.64568,  -0.43197,  -0.38484,   0.28081,  -0.71532,   0.16617,   0.63002,  -0.15735,  -0.87134,  -0.48795,  -0.80242,  -0.56022,   0.75079,   0.48689,  -0.70688,  -0.47270,   0.79347,  -0.86254,   0.67550,  -0.38173,   0.64745,  -0.51972,  -0.79821,  -0.89311,   0.65195,  -0.39680,   0.70488,   0.76793,   0.72830,   0.64249,   0.11988,  -0.71753,  -0.80615,   0.35566,  -0.14915,   0.87539,  -0.00711,   0.81930,  -0.37724,  -0.57944,   0.12966,  -0.86163,   0.02346
  -0.50232,  -0.36547,   0.15617,  -0.47417,   0.00241,   0.31310,  -0.25369,   0.32157,  -0.82071,   0.03990,  -0.81308,   0.80259,   0.60896,   0.38339,   0.58130,  -0.93614,   0.52644,  -0.37110,  -0.07457,   0.26873,  -0.82045,   0.41764,  -0.61951,   0.71591,  -0.20320,  -0.81100,  -0.66601,   0.03983,   0.04517,   0.00382,   0.72832,   0.85041,   0.28563,   0.47349,  -0.47391,  -0.75861,  -0.38157,  -0.31128,   0.65859,  -0.67813,   0.19237,   0.90505,  -0.08827,  -0.61713,   0.08728,  -0.93456,   0.93750,  -0.23075,   0.21836,  -0.76051,   0.79906,   0.72653,   0.93750,   0.55968,  -0.71086,   0.62477,  -0.29687,  -0.93750,   0.36358,  -0.39947,   0.22786,  -0.02199,  -0.93359,   0.65875,  -0.36144,   0.87155,  -0.08656,  -0.69526,   0.74263,  -0.09784,   0.93468,  -0.62136,  -0.81419,   0.58161,   0.79995,  -0.78764,   0.09141,   0.00432,   0.36488,  -0.92540,  -0.13439,  -0.71155,  -0.67208,  -0.78362,   0.57361,  -0.27367,  -0.42530,   0.86399,   0.46510,  -0.80694,  -0.86566,   0.22866,   0.18876,   0.84036,  -0.73943,  -0.87428,   0.93750,   0.71516,   0.68561,  -0.46396,  -0.48176,   0.12418,  -0.76317,   0.31039,   0.33304,   0.43747,  -0.46094,  -0.86404,  -0.29522,   0.34006,  -0.67876,   0.34960,   0.00581,   0.01383,   0.12176,  -0.13106,  -0.65827,  -0.15068,   0.93750,  -0.42272,  -0.18414,   0.10347,   0.30503,  -0.35878,  -0.87463,   0.87017,   0.80471,   0.85092
  -0.59333,  -0.44800,   0.40364,  -0.39863,  -0.46587,   0.91992,  -0.68034,  -0.28674,  -0.12038,  -0.09767,  -0.75736,   0.52679,  -0.74635,   0.29861,   0.18733,   0.16394,  -0.62897,   0.34813,   0.41166,   0.49088,  -0.09976,   0.35291,   0.93213,  -0.39992,   0.78499,  -0.60139,  -0.03303,   0.35398,   0.85890,  -0.75833,  -0.75730,  -0.85617,  -0.85677,  -0.46521,   0.67475,  -0.76830,  -0.49218,  -0.68639,   0.72833,   0.25972,   0.10281,  -0.57240,  -0.89466,  -0.80337,   0.93750,   0.70397,  -0.90336,   0.42087,  -0.37747,  -0.65435,  -0.43245,  -0.77474,   0.37988,   0.87443,   0.04219,   0.66298,   0.21733,   0.85574,  -0.83838,  -0.00220,   0.16800,   0.93750,  -0.42266,   0.57454,  -0.48746,  -0.54040,  -0.69430,  -0.19681,  -0.92482,  -0.48254,   0.80601,   0.39416,  -0.67532,   0.70762,   0.80515,  -0.19935,   0.66655,   0.64226,  -0.87954,   0.74987,  -0.73301,   0.73922,  -0.17432,  -0.26900,  -0.45770,  -0.83715,   0.20486,  -0.61218,  -0.25526,  -0.56158,   0.53173,   0.07325,  -0.29766,  -0.49504,   0.87765,   0.46934,  -0.92675,  -0.85631,  -0.74883,   0.35648,   0.08954,   0.31741,   0.04555,   0.20232,   0.61117,   0.17766,   0.43435,  -0.13571,   0.12104,  -0.66698,  -0.48850,  -0.23355,  -0.40490,  -0.66430,   0.67981,  -0.04168,  -0.10340,   0.68842,  -0.02095,   0.59711,   0.32085,  -0.73607,   0.60982,  -0.04667,   0.16967,   0.06601,   0.54059,  -0.68248
   0.07395,   0.08315,  -0.11930,   0.54892,   0.37137,   0.92792,  -0.89668,   0.00126,   0.79167,   0.04738,   0.14368,  -0.81403,  -0.63786,  -0.78006,  -0.85211,   0.13935,   0.03948,  -0.45830,  -0.86461,   0.18877,   0.35439,   0.49848,   0.73444,  -0.66495,   0.67890,  -0.93750,  -0.86504,  -0.29604,  -0.93750,  -0.69343,  -0.75838,  -0.14439,  -0.35100,  -0.11447,   0.49986,   0.02885,  -0.07029,  -0.51289,   0.75217,  -0.57860,  -0.75571,   0.35595,  -0.71484,   0.86657,  -0.11138,   0.76371,   0.65582,  -0.09882,  -0.78958,  -0.41236,  -0.20844,   0.74205,  -0.45215,  -0.85289,   0.39008,  -0.60545,  -0.67306,   0.88604,  -0.60722,   0.87073,  -0.14912,   0.18280,   0.83435,  -0.87485,  -0.93750,  -0.19837,   0.76333,  -0.74863,  -0.54421,   0.21694,   0.93172,   0.55273,  -0.79079,   0.41000,  -0.36211,  -0.26568,  -0.90796,   0.27132,   0.87123,   0.56047,  -0.13911,   0.86800,  -0.58557,   0.81258,  -0.87274,   0.85596,  -0.31023,  -0.14029,   0.14602,   0.37097,  -0.26643,  -0.49191,  -0.83967,   0.76463,   0.93750,  -0.66567,  -0.78129,   0.67978,  -0.81823,   0.54740,  -0.12717,   0.41813,  -0.23176,   0.09566,   0.41256,  -0.85150,   0.62935,   0.79677,  -0.31986,   0.57851,   0.03304,   0.78629,  -0.03466,  -0.81276,  -0.63071,  -0.40995,   0.36703,   0.45237,  -0.72130,   0.30231,  -0.60800,  -0.82875,   0.66905,   0.28935,   0.73271,   0.09960,   0.35609,  -0.76293
  -0.62217,  -0.60833,  -0.46056,   0.07609,  -0.26074,   0.51028,  -0.25866,  -0.69838,   0.59470,  -0.10845,   0.26268,   0.93036,   0.55881,  -0.12196,  -0.60132,   0.72733,  -0.91222,   0.23447,   0.30594,   0.59638,   0.93750,   0.79294,   0.48948,  -0.68909,   0.76522,  -0.12817,  -0.42650,  -0.78642,  -0.65919,   0.00244,  -0.02522,  -0.78270,   0.30393,  -0.11167,   0.19653,  -0.46483,   0.14325,  -0.56654,  -0.22979,   0.88161,  -0.47140,  -0.64258,  -0.80147,  -0.75055,   0.75854,   0.46805,  -0.88677,   0.53671,  -0.12564,   0.38289,  -0.37240,  -0.69792,   0.33169,  -0.80692,   0.86843,   0.22237,   0.60435,   0.74409,   0.19062,   0.50763,  -0.70771,   0.55847,   0.86392,  -0.25530,   0.29522,  -0.48535,   0.86917,   0.60848,   0.63876,  -0.28674,   0.23059,   0.82479,   0.22736,  -0.29365,   0.11400,   0.79057,  -0.10533,   0.65404,   0.81043,  -0.67257,  -0.36118,  -0.68866,   0.62067,   0.15545,   0.47137,   0.64610,   0.45772,  -0.55985,  -0.90286,   0.38201,   0.77306,  -0.25930,   0.87647,  -0.04422,   0.32489,   0.03059,  -0.30478,  -0.43517,   0.92069,   0.33095,  -0.93252,   0.39577,   0.82371,  -0.33850,  -0.62927,   0.01742,  -0.91309,  -0.62286,   0.59842,  -0.14221,   0.08131,   0.40640,  -0.13140,  -0.67214,  -0.50816,  -0.93750,  -0.81324,  -0.93750,  -0.52187,   0.02701,  -0.15693,  -0.79638,  -0.63147,   0.73584,  -0.00789,   0.11446,   0.75352,  -0.14758
  -0.49846,   0.54068,  -0.63967,   0.62271,   0.35900,  -0.72722,   0.43767,   0.03617,   0.23922,  -0.41160,  -0.61744,   0.24362,   0.45286,   0.75453,   0.67077,   0.60309,  -0.17437,  -0.88265,  -0.12199,   0.34512,   0.68974,  -0.92360,   0.05640,   0.85962,  -0.56078,   0.69717,  -0.87617,   0.55955,  -0.86664,  -0.17031,  -0.23044,  -0.73692,   0.53569,   0.13325,   0.60100,  -0.71205,  -0.88816,  -0.73244,  -0.93750,   0.87309,  -0.24802,  -0.69472,  -0.50578,  -0.53375,  -0.16175,   0.21469,  -0.91784,   0.73366,   0.73215,   0.12997,  -0.34444,  -0.85204,   0.62491,   0.58833,   0.61079,   0.80984,  -0.03714,   0.52066,  -0.65526,  -0.08989,  -0.36074,  -0.14904,  -0.93490,   0.50557,  -0.57840,  -0.75887,   0.88211,   0.86392,  -0.89960,   0.17591,  -0.87929,   0.83943,  -0.69916,  -0.11716,   0.85740,  -0.35280,   0.73438,   0.35615,  -0.44585,  -0.58459,   0.03613,   0.92026,   0.09792,  -0.79509,  -0.29008,  -0.21778,   0.86984,  -0.89537,  -0.88807,   0.65189,   0.93750,  -0.72866,   0.69797,   0.57480,   0.80463,   0.73120,  -0.93750,   0.31814,  -0.93750,   0.00684,   0.44533,  -0.31032,  -0.57275,  -0.93634,  -0.02222,   0.36024,   0.52776,  -0.74998,   0.27811,  -0.74989,  -0.50207,  -0.78988,   0.48087,  -0.88615,  -0.32198,  -0.39420,   0.93750,   0.10442,  -0.78754,  -0.21621,   0.62933,   0.49824,  -0.84370,   0.92956,   0.59599,  -0.63808,  -0.87135,   0.73172
