1_mean,2_mean,3_mean,4_mean,5_mean,6_mean,7_mean,8_mean,1_std,2_std,3_std,4_std,5_std,6_std,7_std,8_std
-0.018921,-0.039332,-0.028870,-0.105193,-0.049512,-0.066516,-0.118550,0.015514,0.496670,0.552976,0.522356,0.600662,0.579554,0.572681,0.688210,0.572613
-0.011505,-0.039570,-0.026061,-0.107970,-0.047238,-0.070059,-0.118127,0.014494,0.490363,0.551027,0.522135,0.604286,0.577109,0.574993,0.689608,0.573869
-0.016333,-0.041054,-0.025591,-0.104714,-0.045370,-0.070001,-0.119307,0.014866,0.493005,0.553186,0.522128,0.599320,0.574138,0.575493,0.688502,0.575378
-0.007345,-0.038412,-0.029065,-0.104895,-0.045488,-0.070659,-0.118750,0.015832,0.496027,0.550941,0.524759,0.600421,0.572684,0.574261,0.688168,0.574969
0.001430,-0.048787,-0.026157,-0.105628,-0.045907,-0.068487,-0.118407,0.014217,0.494020,0.554280,0.523657,0.598692,0.571864,0.577909,0.688030,0.574995
-0.018678,-0.035632,-0.028700,-0.107971,-0.047928,-0.070458,-0.118539,0.014755,0.496978,0.554795,0.525169,0.603669,0.571959,0.576116,0.688651,0.573845
-0.012163,-0.038783,-0.030249,-0.111754,-0.047684,-0.068197,-0.118058,0.013332,0.498755,0.550610,0.524467,0.603307,0.573217,0.577150,0.688947,0.577054
-0.021263,-0.040988,-0.025857,-0.106085,-0.049147,-0.071358,-0.117409,0.015602,0.495874,0.553958,0.522223,0.601216,0.574784,0.579268,0.687813,0.574008
-0.013793,-0.040131,-0.024208,-0.110760,-0.050491,-0.071453,-0.118844,0.015756,0.506576,0.552661,0.522702,0.598932,0.575648,0.579322,0.690070,0.573648
-0.009851,-0.040467,-0.028033,-0.107195,-0.048530,-0.068707,-0.119179,0.015690,0.499838,0.551605,0.522778,0.602346,0.574599,0.575801,0.689153,0.575112
-0.006473,-0.041536,-0.025754,-0.111373,-0.048177,-0.067778,-0.119170,0.015027,0.496736,0.554074,0.522948,0.602222,0.576684,0.574647,0.688374,0.574936
-0.017413,-0.039922,-0.023848,-0.112002,-0.046128,-0.068254,-0.118319,0.014670,0.492019,0.552947,0.521785,0.599096,0.575892,0.574798,0.687464,0.575700
-0.023697,-0.040040,-0.028904,-0.107470,-0.051244,-0.069520,-0.119014,0.015363,0.497121,0.552009,0.523527,0.600795,0.577683,0.576451,0.686271,0.574769
-0.013745,-0.046670,-0.027011,-0.109578,-0.048895,-0.069455,-0.119564,0.014593,0.503316,0.556231,0.523323,0.603583,0.577236,0.573982,0.688340,0.572998
-0.012164,-0.036288,-0.025869,-0.107784,-0.049647,-0.067931,-0.118703,0.014969,0.502054,0.553999,0.522251,0.599069,0.575071,0.578304,0.688863,0.574655
-0.012379,-0.039601,-0.028738,-0.109970,-0.046838,-0.066658,-0.119047,0.016689,0.500655,0.555860,0.523580,0.600650,0.575010,0.575796,0.689103,0.573291
-0.015434,-0.039376,-0.027226,-0.107877,-0.049451,-0.066934,-0.118845,0.014459,0.505365,0.551161,0.523845,0.599572,0.575103,0.574862,0.688954,0.574549
-0.013618,-0.043185,-0.029406,-0.109098,-0.045540,-0.069496,-0.119194,0.014864,0.505136,0.551983,0.526556,0.606644,0.571637,0.576113,0.688366,0.574640
-0.013317,-0.041792,-0.027227,-0.109737,-0.047359,-0.070508,-0.118699,0.015356,0.498606,0.550538,0.526695,0.605725,0.574918,0.576391,0.687588,0.574303
-0.016013,-0.034742,-0.026172,-0.107400,-0.048276,-0.068347,-0.119873,0.014372,0.505482,0.552456,0.525468,0.601122,0.576585,0.575155,0.689431,0.574817
-0.015042,-0.041419,-0.027483,-0.108504,-0.050005,-0.069804,-0.119496,0.013792,0.504912,0.554697,0.524869,0.601370,0.577189,0.575957,0.687269,0.575763
-0.019620,-0.045280,-0.023372,-0.108094,-0.046389,-0.068185,-0.120615,0.014193,0.496778,0.554340,0.524026,0.602260,0.575097,0.575058,0.689125,0.575835
-0.018960,-0.044796,-0.024846,-0.106122,-0.048520,-0.069245,-0.118668,0.014667,0.503740,0.556752,0.525771,0.604407,0.575485,0.575526,0.686608,0.576669
-0.015025,-0.039290,-0.027781,-0.111145,-0.052197,-0.070634,-0.120589,0.014516,0.495555,0.555410,0.525086,0.605094,0.575216,0.578573,0.688127,0.575862
-0.008003,-0.037701,-0.028499,-0.106741,-0.047842,-0.070200,-0.120811,0.014308,0.496462,0.555271,0.524625,0.601224,0.571188,0.578122,0.687675,0.577910
-0.012998,-0.038257,-0.027575,-0.110570,-0.048039,-0.068711,-0.120634,0.012499,0.496664,0.556090,0.525003,0.604522,0.570607,0.577800,0.687709,0.577732
-0.007181,-0.037911,-0.027424,-0.111263,-0.046168,-0.066853,-0.121788,0.014537,0.494809,0.555670,0.526103,0.601126,0.571476,0.578560,0.688536,0.577121
-0.020960,-0.041579,-0.026810,-0.107137,-0.050315,-0.067881,-0.122275,0.014362,0.503513,0.556634,0.525258,0.601265,0.573357,0.577193,0.689502,0.574604
-0.013864,-0.039806,-0.027135,-0.109515,-0.048318,-0.065537,-0.122527,0.013970,0.500591,0.555470,0.522686,0.601546,0.570457,0.577483,0.688950,0.575261
-0.022122,-0.039923,-0.027147,-0.113886,-0.046505,-0.066431,-0.121868,0.014390,0.503536,0.555221,0.525708,0.604791,0.570338,0.579554,0.690015,0.574987
-0.014742,-0.039474,-0.027654,-0.108225,-0.047260,-0.065928,-0.122901,0.015069,0.506371,0.555461,0.523489,0.599384,0.571566,0.579222,0.689126,0.574728
-0.017593,-0.043502,-0.025974,-0.111729,-0.046714,-0.067728,-0.122608,0.014146,0.504376,0.557554,0.523401,0.603790,0.569083,0.579165,0.689331,0.575184
-0.022597,-0.043468,-0.024549,-0.110634,-0.047237,-0.069422,-0.122549,0.014131,0.503301,0.555924,0.524110,0.605392,0.568666,0.579393,0.688563,0.575865
-0.014587,-0.041976,-0.029140,-0.109246,-0.045784,-0.067500,-0.122893,0.014334,0.498654,0.556716,0.525253,0.603486,0.567500,0.579270,0.690550,0.575391
-0.011887,-0.040258,-0.028154,-0.111650,-0.048598,-0.068801,-0.122771,0.014369,0.504136,0.554643,0.526393,0.603650,0.569351,0.580325,0.689992,0.574876
-0.018845,-0.043199,-0.027012,-0.106622,-0.046854,-0.067370,-0.121624,0.013946,0.502831,0.554212,0.524813,0.596980,0.568559,0.576011,0.690062,0.575623
-0.016836,-0.044740,-0.026005,-0.108276,-0.048690,-0.071071,-0.123652,0.014943,0.500040,0.554467,0.524593,0.602530,0.571195,0.582075,0.690300,0.575412
-0.006210,-0.042961,-0.028016,-0.106427,-0.049622,-0.066198,-0.123305,0.012926,0.499254,0.552942,0.523997,0.601112,0.571942,0.578018,0.690266,0.576584
-0.019245,-0.042139,-0.025510,-0.113191,-0.048361,-0.070963,-0.123889,0.014736,0.505967,0.554154,0.523710,0.603998,0.571183,0.579890,0.690103,0.573121
-0.011248,-0.041698,-0.027096,-0.108697,-0.048774,-0.067223,-0.123973,0.014787,0.504317,0.553229,0.523104,0.602801,0.569358,0.581243,0.690252,0.574825
-0.013724,-0.039846,-0.024614,-0.111556,-0.046744,-0.070160,-0.124412,0.014414,0.502778,0.553627,0.524691,0.602041,0.573786,0.579420,0.688756,0.574482
-0.005634,-0.037187,-0.027139,-0.112025,-0.047392,-0.068685,-0.124197,0.014432,0.501650,0.551859,0.524137,0.603252,0.572200,0.577213,0.689807,0.574694
-0.010142,-0.043714,-0.026823,-0.110776,-0.048873,-0.070723,-0.125303,0.015182,0.497573,0.551585,0.524731,0.602854,0.571610,0.578265,0.689802,0.574779
-0.010266,-0.036377,-0.026304,-0.106428,-0.049495,-0.067047,-0.125203,0.013992,0.497632,0.552102,0.525171,0.595335,0.570945,0.577058,0.688368,0.575029
-0.018671,-0.039076,-0.029469,-0.111440,-0.047570,-0.069175,-0.124909,0.015116,0.506042,0.550891,0.526064,0.604187,0.572328,0.578366,0.689248,0.573343
-0.010205,-0.037717,-0.026816,-0.109979,-0.048535,-0.065120,-0.125756,0.014040,0.495510,0.550381,0.525533,0.600048,0.570052,0.579216,0.689588,0.574240
-0.010051,-0.041283,-0.025822,-0.108842,-0.048689,-0.071224,-0.127243,0.014621,0.501924,0.554192,0.525043,0.599691,0.569191,0.581798,0.690101,0.574267
-0.012731,-0.039560,-0.026475,-0.108918,-0.046799,-0.067861,-0.125608,0.014569,0.501200,0.552390,0.524433,0.601549,0.567982,0.579717,0.688620,0.574440
-0.016647,-0.039307,-0.024512,-0.108337,-0.046742,-0.067129,-0.127200,0.014929,0.501911,0.552059,0.524151,0.604214,0.569616,0.576797,0.688770,0.574487
-0.003453,-0.038204,-0.026252,-0.106644,-0.047473,-0.068157,-0.125705,0.014428,0.494262,0.553216,0.523334,0.598283,0.569171,0.579965,0.688739,0.575112
-0.006927,-0.039336,-0.023368,-0.105138,-0.047238,-0.067618,-0.126499,0.015016,0.501026,0.555946,0.522297,0.597129,0.569456,0.577779,0.688748,0.574684
-0.015225,-0.042306,-0.027374,-0.109435,-0.048916,-0.069345,-0.125412,0.016025,0.497377,0.556745,0.523602,0.600961,0.569656,0.578474,0.689204,0.574340
-0.010968,-0.040265,-0.030959,-0.108216,-0.048156,-0.068723,-0.125560,0.014417,0.500707,0.556045,0.526505,0.603731,0.567789,0.579024,0.690238,0.575410
-0.017010,-0.046013,-0.027112,-0.107957,-0.047810,-0.066081,-0.125648,0.014546,0.500800,0.554976,0.527274,0.601539,0.569778,0.578692,0.689321,0.576252
-0.009358,-0.038061,-0.024658,-0.106865,-0.047467,-0.067400,-0.124107,0.013779,0.509307,0.555762,0.524905,0.596958,0.571146,0.578990,0.688091,0.576283
-0.015438,-0.038204,-0.028259,-0.107918,-0.047173,-0.065090,-0.126278,0.014937,0.493834,0.552289,0.527427,0.598056,0.570457,0.576757,0.689130,0.574833
-0.012117,-0.041575,-0.027010,-0.106261,-0.047885,-0.067321,-0.126011,0.015506,0.495589,0.553506,0.524778,0.600470,0.570059,0.578451,0.688630,0.574656
-0.017393,-0.041400,-0.032332,-0.107898,-0.045486,-0.067807,-0.125888,0.015206,0.502690,0.553369,0.524301,0.604074,0.570295,0.574912,0.688253,0.575605
-0.010917,-0.038667,-0.026649,-0.109335,-0.048232,-0.066714,-0.126345,0.015164,0.494371,0.552832,0.522058,0.602350,0.570528,0.577145,0.689331,0.574831
-0.017824,-0.039475,-0.027112,-0.108552,-0.045899,-0.068978,-0.125931,0.015087,0.496039,0.553269,0.524574,0.599876,0.567042,0.583718,0.687991,0.574803
-0.017119,-0.040826,-0.025034,-0.107251,-0.045777,-0.065739,-0.125667,0.016278,0.498192,0.555199,0.523005,0.597857,0.568568,0.579901,0.688785,0.576505
-0.011581,-0.044869,-0.030429,-0.106387,-0.049171,-0.069129,-0.125522,0.015969,0.494191,0.553538,0.524486,0.602844,0.569125,0.580597,0.687006,0.574722
-0.007188,-0.038659,-0.028579,-0.112739,-0.049284,-0.064770,-0.124771,0.015102,0.497569,0.553980,0.523876,0.603099,0.569226,0.579574,0.689575,0.575135
-0.013223,-0.039032,-0.028348,-0.115165,-0.048247,-0.067960,-0.125852,0.013659,0.500596,0.553568,0.523077,0.606345,0.566873,0.579336,0.688154,0.574433
-0.013232,-0.040964,-0.024574,-0.111372,-0.048639,-0.068281,-0.125551,0.015622,0.499410,0.557082,0.522933,0.604005,0.569003,0.581625,0.688685,0.573576
-0.008454,-0.041027,-0.027333,-0.112053,-0.047473,-0.067490,-0.127231,0.015577,0.504328,0.555661,0.524249,0.609303,0.567696,0.582612,0.689462,0.574188
-0.010947,-0.035430,-0.028433,-0.112042,-0.046711,-0.069554,-0.125982,0.014128,0.498536,0.554069,0.524582,0.607543,0.569532,0.583384,0.687778,0.573793
-0.009768,-0.045124,-0.028291,-0.108937,-0.048314,-0.066451,-0.127569,0.015275,0.501221,0.553916,0.526164,0.602393,0.568420,0.580318,0.689478,0.573969
-0.016617,-0.040330,-0.027691,-0.107964,-0.047992,-0.066140,-0.126653,0.015703,0.494610,0.552787,0.526451,0.598811,0.566046,0.578592,0.688792,0.574749
-0.016367,-0.043300,-0.025742,-0.107815,-0.045827,-0.064482,-0.128207,0.014843,0.500032,0.555283,0.525636,0.596333,0.567875,0.578652,0.689859,0.575054
-0.003828,-0.045328,-0.028394,-0.106679,-0.046798,-0.065750,-0.126362,0.014943,0.499102,0.555235,0.526379,0.601197,0.565564,0.579073,0.689020,0.575067
-0.011954,-0.037128,-0.028098,-0.106027,-0.045977,-0.065325,-0.127911,0.014226,0.499381,0.551198,0.525456,0.602747,0.564333,0.581836,0.688663,0.575220
-0.013819,-0.028316,-0.024924,-0.104011,-0.044064,-0.066869,-0.127737,0.014072,0.534618,0.555770,0.531225,0.603965,0.566471,0.583455,0.688373,0.576301
-0.013334,-0.024781,-0.022793,-0.102685,-0.042293,-0.066455,-0.127892,0.013699,0.547852,0.559090,0.535082,0.604382,0.568082,0.584821,0.688171,0.578109
-0.011369,-0.024135,-0.021479,-0.101788,-0.042041,-0.065923,-0.127911,0.013684,0.555865,0.560916,0.538101,0.604773,0.569238,0.585904,0.688051,0.579234
-0.012522,-0.023801,-0.022427,-0.100253,-0.041205,-0.064583,-0.128030,0.013350,0.565119,0.562262,0.541154,0.605216,0.570456,0.586848,0.688019,0.580548
-0.013006,-0.021926,-0.021137,-0.098262,-0.040105,-0.063973,-0.127994,0.012960,0.569702,0.563735,0.543739,0.605556,0.571706,0.587812,0.687966,0.581430
-0.017274,-0.020883,-0.021088,-0.097365,-0.039690,-0.064117,-0.128044,0.013429,0.577022,0.564744,0.545783,0.605676,0.572708,0.588608,0.687861,0.582131
-0.012942,-0.020870,-0.020296,-0.096424,-0.038843,-0.062746,-0.128097,0.013758,0.578594,0.565900,0.547423,0.605956,0.573634,0.589193,0.687833,0.582993
-0.012999,-0.020592,-0.020024,-0.096206,-0.038838,-0.062911,-0.128247,0.013292,0.578467,0.566524,0.549215,0.605992,0.574294,0.589664,0.687791,0.583893
-0.010119,-0.020015,-0.019670,-0.095363,-0.038296,-0.061746,-0.128270,0.013397,0.581914,0.567669,0.550766,0.606038,0.574960,0.590285,0.687822,0.584411
-0.010777,-0.020380,-0.021156,-0.094742,-0.037481,-0.061334,-0.128256,0.013370,0.582208,0.568384,0.552131,0.606092,0.575428,0.590854,0.687774,0.584746
-0.013243,-0.017593,-0.019935,-0.093173,-0.037438,-0.059980,-0.128291,0.012659,0.585517,0.568695,0.553076,0.606264,0.575951,0.591500,0.687829,0.586485
-0.010524,-0.017604,-0.018979,-0.093464,-0.036558,-0.059766,-0.128255,0.013052,0.589433,0.569263,0.553884,0.606100,0.576239,0.592160,0.687832,0.586527
-0.011973,-0.016508,-0.019344,-0.092438,-0.036305,-0.059192,-0.128375,0.013360,0.591080,0.569433,0.555001,0.606382,0.576706,0.592876,0.687793,0.586693
-0.012144,-0.016668,-0.018945,-0.092026,-0.036199,-0.058956,-0.128822,0.012617,0.595247,0.569827,0.555702,0.606551,0.577157,0.593317,0.687666,0.587540
-0.014046,-0.018135,-0.018774,-0.091032,-0.036254,-0.058156,-0.128810,0.012700,0.597934,0.570568,0.556582,0.606461,0.577487,0.593713,0.687638,0.588112
-0.012096,-0.016121,-0.018758,-0.090867,-0.035410,-0.058537,-0.129018,0.012768,0.599507,0.570989,0.557269,0.606483,0.577953,0.594232,0.687724,0.588763
-0.013389,-0.016237,-0.017382,-0.090432,-0.035422,-0.058563,-0.128769,0.012802,0.598307,0.571453,0.557813,0.606502,0.578379,0.594481,0.687733,0.589182
-0.013394,-0.016647,-0.017100,-0.090364,-0.034981,-0.057170,-0.128904,0.012240,0.596625,0.571754,0.558685,0.606627,0.578679,0.595078,0.687774,0.589679
-0.014239,-0.015497,-0.017800,-0.089390,-0.034720,-0.056176,-0.129065,0.012104,0.599457,0.571603,0.559223,0.606600,0.579078,0.595525,0.687769,0.590055
-0.013641,-0.015894,-0.017726,-0.088723,-0.034807,-0.055875,-0.129115,0.011733,0.596666,0.571838,0.559952,0.606727,0.579374,0.595907,0.687837,0.590369
-0.013029,-0.015058,-0.017245,-0.088895,-0.034259,-0.055982,-0.129272,0.012318,0.599834,0.571761,0.560568,0.606801,0.579675,0.596150,0.687806,0.590629
-0.010264,-0.015958,-0.017601,-0.088101,-0.034073,-0.055529,-0.129081,0.012102,0.600179,0.572314,0.561097,0.606821,0.580090,0.596506,0.687863,0.591211
-0.014851,-0.015841,-0.017843,-0.087686,-0.033759,-0.055523,-0.129110,0.011916,0.600216,0.572217,0.561863,0.606719,0.580409,0.596811,0.687972,0.591637
-0.009981,-0.014636,-0.017087,-0.086856,-0.033625,-0.055211,-0.129056,0.012086,0.598331,0.572054,0.562389,0.606956,0.580582,0.597362,0.688011,0.591539
-0.015119,-0.013714,-0.016695,-0.085729,-0.033303,-0.055140,-0.129113,0.012140,0.600431,0.572544,0.562988,0.606998,0.580834,0.597403,0.687930,0.592006
-0.012271,-0.013436,-0.016123,-0.085765,-0.033044,-0.054739,-0.128911,0.011843,0.595480,0.573058,0.563157,0.607068,0.580872,0.597668,0.687951,0.592698
-0.014874,-0.014055,-0.016738,-0.086092,-0.032722,-0.054264,-0.128960,0.011688,0.599059,0.573545,0.563697,0.606914,0.580961,0.597723,0.687991,0.592636
-0.013504,-0.014364,-0.016295,-0.085744,-0.033087,-0.053921,-0.129029,0.011971,0.601153,0.573848,0.563784,0.607080,0.580988,0.598155,0.687889,0.593436
-0.010871,-0.013533,-0.016553,-0.084909,-0.033090,-0.053916,-0.129006,0.012119,0.599825,0.574010,0.564325,0.607027,0.581102,0.598438,0.687904,0.593009
-0.011352,-0.013162,-0.016572,-0.084417,-0.032709,-0.053387,-0.128940,0.011945,0.600308,0.574066,0.564816,0.607198,0.581146,0.598523,0.688005,0.593679
-0.013970,-0.013545,-0.016369,-0.083983,-0.032152,-0.053460,-0.129014,0.011873,0.602302,0.574189,0.564863,0.607149,0.581145,0.598940,0.688013,0.594303
-0.011966,-0.013230,-0.016061,-0.083392,-0.031915,-0.053441,-0.128985,0.011779,0.604247,0.574272,0.565028,0.607335,0.581245,0.598966,0.688034,0.594949
-0.013785,-0.014127,-0.016376,-0.083274,-0.032221,-0.053383,-0.129150,0.011250,0.604674,0.575029,0.565413,0.607244,0.581783,0.599178,0.688212,0.594912
-0.012838,-0.013155,-0.015588,-0.083228,-0.032229,-0.053271,-0.128954,0.011769,0.606690,0.575178,0.565331,0.607184,0.581851,0.599661,0.688261,0.595099
-0.010840,-0.012950,-0.016167,-0.083082,-0.031945,-0.052460,-0.129053,0.010772,0.606405,0.575415,0.565660,0.607347,0.582010,0.600017,0.688306,0.595522
-0.013776,-0.013546,-0.016078,-0.083114,-0.031877,-0.052162,-0.129067,0.011340,0.603823,0.575951,0.565766,0.607363,0.582093,0.599931,0.688336,0.595553
-0.010698,-0.012976,-0.016243,-0.083002,-0.031583,-0.051207,-0.129235,0.011458,0.600294,0.576403,0.566065,0.607315,0.582360,0.599897,0.688379,0.595859
-0.011163,-0.013176,-0.015492,-0.082030,-0.031429,-0.051554,-0.129183,0.011263,0.599935,0.576891,0.565936,0.607521,0.582463,0.600152,0.688329,0.596625
-0.011101,-0.012740,-0.016682,-0.082245,-0.031818,-0.051317,-0.129302,0.011552,0.602791,0.576512,0.566498,0.607752,0.582535,0.600443,0.688415,0.596590
-0.014002,-0.010927,-0.015583,-0.081563,-0.031094,-0.051345,-0.129347,0.010982,0.601324,0.576345,0.566653,0.607924,0.582622,0.600324,0.688479,0.597465
-0.013053,-0.010533,-0.015810,-0.081663,-0.030737,-0.051214,-0.129502,0.010383,0.601330,0.576684,0.566721,0.608087,0.582919,0.600469,0.688447,0.597669
-0.010211,-0.009399,-0.014893,-0.081573,-0.031020,-0.051024,-0.129805,0.011014,0.603507,0.576420,0.566613,0.608172,0.583009,0.600517,0.688466,0.597117
-0.012154,-0.009590,-0.014078,-0.080554,-0.030348,-0.050262,-0.129771,0.011222,0.604624,0.576574,0.566610,0.608136,0.583208,0.600437,0.688399,0.597749
-0.010399,-0.010476,-0.015318,-0.081050,-0.030654,-0.050106,-0.129658,0.010804,0.606811,0.576978,0.566698,0.608077,0.583374,0.600658,0.688409,0.598719
-0.009317,-0.009279,-0.014900,-0.080418,-0.030710,-0.049951,-0.129763,0.010682,0.605144,0.576960,0.566575,0.608007,0.583607,0.600729,0.688345,0.598614
-0.011262,-0.009410,-0.016199,-0.079743,-0.030057,-0.050331,-0.129532,0.010833,0.603488,0.577306,0.566592,0.608127,0.583781,0.600654,0.688335,0.598489
-0.010601,-0.009621,-0.015339,-0.079917,-0.029920,-0.050798,-0.129484,0.010522,0.603074,0.577690,0.566637,0.608128,0.583859,0.601083,0.688350,0.599038
-0.009922,-0.008889,-0.015555,-0.080275,-0.030123,-0.050618,-0.129406,0.010252,0.603187,0.577927,0.566605,0.608148,0.584080,0.600940,0.688416,0.600065
-0.013548,-0.009459,-0.015046,-0.078772,-0.029970,-0.050980,-0.129508,0.010578,0.604876,0.578262,0.566872,0.608231,0.584270,0.601014,0.688394,0.599195
-0.014502,-0.009604,-0.013887,-0.079186,-0.029718,-0.050941,-0.129579,0.009814,0.606448,0.578133,0.567059,0.608221,0.584270,0.601057,0.688378,0.599661
-0.014502,-0.009605,-0.013886,-0.079186,-0.029718,-0.050941,-0.129579,0.009814,0.606448,0.578133,0.567059,0.608220,0.584270,0.601057,0.688378,0.599661
-0.014502,-0.009604,-0.013887,-0.079186,-0.029718,-0.050941,-0.129579,0.009814,0.606448,0.578133,0.567060,0.608221,0.584270,0.601057,0.688378,0.599661
-0.014502,-0.009606,-0.013887,-0.079185,-0.029718,-0.050941,-0.129579,0.009814,0.606448,0.578131,0.567060,0.608221,0.584270,0.601057,0.688378,0.599661
-0.014502,-0.009607,-0.013889,-0.079186,-0.029718,-0.050941,-0.129579,0.009814,0.606448,0.578132,0.567061,0.608221,0.584270,0.601058,0.688378,0.599661
-0.014502,-0.009607,-0.013889,-0.079186,-0.029718,-0.050941,-0.129579,0.009814,0.606448,0.578133,0.567061,0.608221,0.584271,0.601058,0.688378,0.599661
-0.014502,-0.009607,-0.013889,-0.079185,-0.029719,-0.050941,-0.129580,0.009814,0.606448,0.578133,0.567061,0.608221,0.584271,0.601058,0.688378,0.599661
-0.014502,-0.009608,-0.013890,-0.079185,-0.029719,-0.050941,-0.129580,0.009809,0.606448,0.578133,0.567062,0.608221,0.584271,0.601058,0.688378,0.599663
